unique_id,balance_1,balance_2,credit_limit_1,balance_3,pin code,credit_limit_3,loan_amt_1,business_balance,total_emi_1,active_credit_limit_1,credit_limit_recent_1,credit_limit_4,loan_amt_large_tenure,primary_loan_amt,total_inquiries_1,total_inquiries_2,total_emi_2,balance_4,balance_5,loan_amt_3,balance_6,credit_limit_5,credit_limit_6,loan_amt_recent,credit_limit_7,credit_limit_8,age,credit_limit_9,credit_limit_10,balance_7,loan_amt_4,credit_score,credit_limit_11,balance_8,balance_9,loan_amt_5,repayment_1,balance_10,loan_amt_6,closed_loan,total_emi_3,loan_amt_7,total_emi_4,credit_limit_12,total_inquires_3,credit_limit_13,repayment_2,repayment_3,repayment_4,total_emi_6,repayment_5,total_loans_1,closed_total_loans,repayment_6,total_emi_7,total_loans_2,total_inquires_4,balance_11,total_inquires_5,total_loan_recent,total_loans_4,loan_amt_8,total_loans_5,repayment_7,balance_12,repayment_8,repayment_9,total_inquires_6,loan_amt_9,repayment_10,score_comments,score_type,gender,marital_status,city,state,residence_ownership,target,device_model,device_category,platform,device_manufacturer
LOA-N2R13L12,-0.10261401726941585,-0.32932307876329814,-0.251553750824274,-0.058475988532345854,812004.0,-0.234521637679986,-0.083343113325324,-0.0783056764601991,-0.5516670592108561,-0.2477807200613872,-0.1810328903184335,-0.11091848956283405,-0.0339089964568835,-0.0519502040452371,-0.1122242463925657,-0.1865373732907169,-0.2840743655002426,-0.0387989025596372,-0.4124185650567569,-0.1133470290769922,-0.2957723196706639,-0.1761733159707768,-0.2231002362551007,-0.1820092878246262,-0.19543835950875282,-0.2270177450206726,28.0,-0.0334442793517053,-0.0300793843989515,-0.2900044280170719,-0.0522988198984186,-3.560044710244496,-0.2281975923278988,-0.4163994863128905,-0.2562569540563482,-0.1092661695823696,-0.7477153443561575,-0.2612306228960662,-0.4119753440358701,-0.3608703823101102,-0.4559881255070114,-0.0660782499005543,-0.2613513632122066,-0.11091848956283405,0.1998582857555873,-0.2545640909896568,0.0077204108386184,-0.3851586516793177,-0.6843278498803441,-0.1504804868919454,-0.0945880877911059,-0.1725018544657895,-0.3640115924686349,-0.3567333083468622,-0.1504489205155184,-0.2088277620862665,-0.6665134484776862,-0.0077615579886907,-0.4308732409137197,-0.3389285962264115,-0.3023207804806146,-0.1053029257796703,-0.3691544804883626,-0.6978847479666374,-0.2948617383417768,-0.1626974650821924,-0.6440454982215112,-0.940424663203822,-0.0736660962153034,-0.4480442261859124,Not Scored: No Updates available in last 36 months,PERFORM CONSUMER 2.0,MALE, ,Bhagalpur,Bihar,Unknown,13773.0,SM-A135F,SMART PHONE,ANDROID,samsung
LFHE1YBH,-0.1328102525311432,-0.4479583480599508,-0.251553750824274,-0.058475988532345854,394365.0,-0.234521637679986,-0.0365266260008477,-0.0313687983747696,-0.4395457512500855,-0.2477807200613872,-0.2330911852202246,-0.11091848956283405,0.1255904651243805,0.0114179901220975,-0.1122242463925657,-0.1865373732907169,-0.5399650666549287,0.0430813677053034,-0.4124185650567569,-0.1102504788343012,0.6989347094652074,-0.1761733159707768,-0.2231002362551007,-0.2342080096801054,-0.19543835950875282,2.0393588700631047,38.0,0.1242398799428374,-0.0300793843989515,0.3354305497643919,0.092114666677052,0.1085666613346227,-0.2281975923278988,-0.2901007188508087,0.3304059366737624,-0.0164839529417205,-0.697667024848064,-0.2612306228960662,-0.5541399628983785,-0.5916326186279912,-0.1684175936262417,0.0393910413263112,-0.2613513632122066,-0.11091848956283405,-0.3051253282538702,-0.2545640909896568,0.944153731226584,-0.3851586516793177,-0.2401323582135339,-0.163414621429145,-0.0945880877911059,0.1823621627287125,-0.4724003281638281,-0.4523193845016825,-0.163379252117996,-0.2088277620862665,0.0758688430988871,-0.0077615579886907,-0.4308732409137197,-0.9306467456000616,-1.0029936910001704,-0.1053029257796703,-0.3691544804883626,0.2818835496150155,0.2865209818988331,-0.422819124875582,-0.4902797456922607,-0.6416200697812713,-0.0736660962153034,-0.4145283955526785,J-High Risk,PERFORM CONSUMER 2.0,MALE, ,Tapi,Gujarat,Unknown,22466.5,CPH1933,SMART PHONE,ANDROID,oppo
LOA-BQYE33Y5,-0.0461755290478832,0.3923785933667538,-0.0979362833590966,-0.2925278554572444,560100.0,0.1195360388792123,-0.043678094384191,-0.0424954199749697,0.0806971176878904,-0.1418341350481583,-0.0695657522220819,-0.3417066107011928,0.0028893008416133,-0.0041508091566697,-0.7462168502006316,-0.7231746759344125,0.8247853395033968,-0.026382463284875,0.4814716868430702,-0.0114113841899266,-0.1211185267388777,0.4134592141113242,-0.1401021229510641,-0.070248415788023,-0.3451132932706739,-0.178509152454363,23.0,0.002935207547238,-0.0303748772722783,0.1575805311442475,-0.0303997558049676,0.3365973498788459,0.1658255279421434,0.4677531244369282,-0.3195169260818955,-0.10106042077573299,-0.4349133474305736,-0.2600076585754308,1.211039522468082,0.7929407992792946,0.4164531045593441,-0.0643593432857345,-0.2748733947387053,-0.3417066107011928,-0.8101089422633277,-0.3418393293477649,-0.3210992124668798,-0.3851586516793177,-0.3511812311302364,-0.0985453439901764,-0.0945880877911059,-0.2907898601972903,-0.3640115924686349,-0.3567333083468622,-0.0985290477470285,-0.2088277620862665,-0.6665134484776862,-0.0084220983005348,-0.4308732409137197,-0.0430695215395865,0.923856812928608,-0.1053029257796703,-0.5279056744428314,-0.4529426735712241,0.0858103584952883,0.9644963940224958,-0.42621068213840635,-0.6416200697812713,-0.0736660962153034,-0.4480442261859124,I-Medium Risk,PERFORM CONSUMER 2.0,MALE, ,Bangalore,Karnataka,Unknown,30191.5,Unknown,Unknown,ANDROID,xiaomi
LOA-1ZPEX6BB,-0.0812420186343499,0.0631655589010247,-0.2076630458342233,0.0769470349067329,211003.0,0.0088930149544628,-0.0700451975350245,-0.0711598567426607,-0.7400308565849508,-0.2477807200613872,-0.019757625165016,0.0082126853288083,-0.0280436964413493,-0.0313742776468779,0.0991066215434562,0.886737231996674,-0.1134805647304519,-0.0325292154010939,0.079810928265791,-0.0644360993049958,-0.2196375097947141,0.4134592141113242,0.4820747241735729,-0.020308047888832,-0.2314049427591127,-0.143675903839067,38.0,-0.0276457337466559,-0.0301274576311822,-0.0889950170655293,-0.0412408766433097,-0.9578121468574792,0.0532474935792742,0.0704678787626625,-0.3195169260818955,-0.10106042077573299,-0.4349133474305736,-0.0664096125000124,-0.6646689549395555,-0.3608703823101102,-0.1684175936262417,-0.0643593432857345,-0.3821177915945615,0.0082126853288083,-0.1367974569173843,-0.2479055782008915,-0.3210992124668798,-0.3851586516793177,-0.3511812311302364,-0.1500088006036406,-0.0945880877911059,-0.2907898601972903,-0.3640115924686349,-0.3567333083468622,-0.1499773729138925,-0.2088277620862665,1.560633426252034,-0.0065710342563846,1.3589849776435703,1.1403667772077135,0.2231839024090522,-0.1053029257796703,-0.3691544804883626,-0.4529426735712241,-0.1826863464416085,0.0107169747800672,-0.42621068213840635,0.5535983039089312,-0.0736660962153034,-0.4480442261859124,K-High Risk,PERFORM CONSUMER 2.0,MALE, ,Allahabad,Uttar Pradesh,SELF-OWNED,12371.0,1915,SMART PHONE,ANDROID,vivo
LOA-SNVU4KP8,-0.1364594967091504,-0.4336789575622911,-0.2625264270717867,0.22355465282024,753008.0,0.0088930149544628,-0.0853609846131023,-0.0838642215115663,-0.6054852870320261,-0.3007540125680016,-0.2648582606751697,0.1470606443941517,-0.0295867849978241,-0.0614627937294077,-0.1122242463925657,-0.1865373732907169,0.0571132360393387,-0.0438294044915507,-0.3054482444378787,-0.1034012926367189,-0.2994388725241007,0.5608673466318496,0.8583472579424681,-0.2660594268892626,-0.227061881670806,-0.3150867132178361,26.0,-0.0291712600357889,-0.0300445963619526,-0.3255017946973189,-0.0628264155221158,-0.8303832326710017,0.0532474935792742,-0.3105944525887671,-0.3511508733803672,-0.1236669070826876,-0.4140598809688681,-0.234641358202603,-0.2745245867276967,-0.3608703823101102,-0.1684175936262417,-0.0725579973605657,-0.4360134693117896,0.1470606443941517,-0.1367974569173843,-0.3595884736374624,1.178543103736657,-0.2663632052291799,-0.2401323582135339,-0.1556825772964551,-0.0945880877911059,-0.409077865928791,-0.634983431706618,0.6031581913524477,-0.1556494813851242,-0.6558421267097319,-0.6665134484776862,-0.0062934392818866,-0.4308732409137197,-0.9306467456000616,-0.4774890081105036,-0.0957650460367246,-0.6601983360715553,-0.2080005991758108,-0.3683940738525327,0.184131414642327,-0.3877692440060938,-0.940424663203822,-0.0736660962153034,0.1636196828706059,K-High Risk,PERFORM CONSUMER 2.0,MALE, ,Cuttack,Odisha,Unknown,23013.0,CPH2381,SMART PHONE,ANDROID,oneplus
A1BLSD6A,0.0049494868077807,0.4323453186784954,-0.2625264270717867,-0.3164185209130065,508210.0,-0.4392112319407725,-0.0328889911292991,-0.0352146875175699,0.533667201849404,-0.3007540125680016,0.3881316236764782,-0.3747164122662008,0.0002834659587399,0.0024261018540185,-0.3235551143285877,-0.7231746759344125,0.4835977379638154,-0.0278576837927675,0.3191022544268455,-0.010801268057304,-0.1162168221284476,-0.7658058460528778,0.076199735994675,0.3886641490767463,-0.451693570426539,0.2588334074700067,25.0,0.0003590303069347,-0.0301178703768912,0.1477961148849413,-0.0330016248061697,0.0884463064630736,-0.3520334301270549,0.3071524720954826,-0.3195169260818955,-0.10106042077573299,-0.4349133474305736,-0.0368134460761996,-0.4604583460874965,-0.3608703823101102,-0.1684175936262417,-0.0643593432857345,-0.1875322128263472,-0.3747164122662008,-0.3051253282538702,-0.1928569511849491,-0.3210992124668798,-0.3851586516793177,-0.3511812311302364,-0.1066520289068787,-0.0945880877911059,-0.2907898601972903,0.1779320860073312,-0.3567333083468622,-0.1066333491108568,0.2381866025371987,-0.6665134484776862,-0.0066197237901344,-0.4308732409137197,0.2527895531472385,1.274193268188386,-0.1053029257796703,0.1070991013750436,-0.4529426735712241,0.0314202806171683,0.6176675142979763,-0.42621068213840635,-0.04401088293617,-0.0736660962153034,-0.4480442261859124,J-High Risk,PERFORM CONSUMER 2.0,MALE, ,Nalgonda,Telangana,SELF-OWNED,18617.0,CPH2569,SMART PHONE,ANDROID,oneplus
SGN1ISUQ,-0.0182474425639497,0.2062686632781616,-0.0321002258740206,0.2438448776871415,476001.0,0.0863431317017875,0.1840755831732795,0.1757743301257349,0.4888186786650957,-0.078266184040221,-0.1810328903184335,0.137991473654282,-0.0278050453966594,0.3016888029283038,-0.7462168502006316,-0.7231746759344125,0.9100822398882922,0.1211395875043792,0.27703353957403,-0.0058123737452044,1.3655165190897225,-0.0287651834502515,0.0618929130386925,-0.1820092878246262,-0.0091395406501476,-0.2077081099923687,42.0,-0.0274097988477315,-0.0300566489102042,0.0912593440115825,0.2297871443152417,-0.9511053619002964,0.1995989382510042,0.2655420350323713,1.5372899699959697,0.2941484871898963,0.4200787774993555,0.2036699140419967,-0.2745245867276967,-0.3608703823101102,-0.1684175936262417,0.1399371813182854,-0.315419231593068,0.137991473654282,-0.8101089422633277,0.0824098061130823,0.0077204108386184,-0.369663593446691,2.202942845953922,-0.049383897013415,0.2658669031219453,0.0640741569972118,-0.5265946960114247,-0.5162353751835203,-0.0493820553727884,0.685200967160664,-0.6665134484776862,-0.0075051300349489,-0.8783377955530423,-0.3389285962264115,-0.1271525528507257,0.3305769284231764,-0.5279056744428314,-0.2080005991758108,1.8546507491898547,1.0512036139536256,0.1247832644247411,-0.6416200697812713,0.2714239185758854,-0.4480442261859124,K-High Risk,PERFORM CONSUMER 2.0,MALE, ,Morena,Madhya Pradesh,SELF-OWNED,22125.0,RMX3241,SMART PHONE,ANDROID,realme
LOA-CD47R5PF,-0.1033294625475061,-0.341565645237821,-0.5917067144971668,-0.5744888108629492,423605.0,-0.6549651285940341,-0.0710147767895622,-0.0670732972888558,-0.5606367638477178,-0.6185937676076884,-0.1402960281412797,-0.6087439157973936,-0.0307693997288349,-0.0637953500314469,-0.5348859822646096,-0.1865373732907169,0.9100822398882922,-0.0304821010763083,-0.3371981313806501,-0.089813837667508,-0.3219939384667659,-0.323581448491302,-0.20326226576322,-0.1411664809658007,-0.5616139147422454,-0.2279742785551523,24.0,-0.0335108305970798,-0.0300776723892567,-0.3449927347788006,-0.0672092638546407,0.0213784568912433,-0.6222207125979411,-0.3419984704442037,-0.3511508733803672,-0.1079711527521264,1.003975838427112,-0.4343821670695434,-0.2745245867276967,-0.3608703823101102,-0.1684175936262417,-0.0553654474771746,0.0183369188411325,-0.6087439157973936,-0.6417810709268419,-0.4610340902098873,-0.5543644153246263,-0.3851586516793177,-0.3511812311302364,-0.0607811015872866,-0.0945880877911059,-0.409077865928791,-0.4182059603162315,-0.4523193845016825,-0.0607759089048966,-0.6558421267097319,-0.6665134484776862,-0.0096303958670637,-0.8783377955530423,-0.3389285962264115,-0.6526572357403926,-0.1053029257796703,-0.448530077465597,-0.6978847479666374,-0.3459769661468477,-1.2898913241868806,-0.2852587423199268,-0.3428154763587206,-0.0736660962153034,-0.4480442261859124,J-High Risk,PERFORM CONSUMER 2.0,FEMALE, ,Anjanapur,Maharashtra,RENTED,39143.5,CPH2467,SMART PHONE,ANDROID,oneplus
LOA-16488U5M,-0.1270545909496818,-0.4094359947731087,-0.251553750824274,-0.058475988532345854,673513.0,-0.234521637679986,-0.0918494760930544,-0.08683391373294,-0.7759096751323975,-0.2477807200613872,-0.2251494163564884,-0.11091848956283405,-0.0381525985636429,-0.0699478255712703,-0.3235551143285877,-0.1865373732907169,0.9100822398882922,-0.0454734148125547,-0.3851829742352242,-0.1082848927130271,-0.351620908169944,-0.1761733159707768,-0.2231002362551007,-0.2262451553778161,-0.19543835950875282,-0.2873163847974566,40.0,-0.0376395839875393,-0.0300793843989515,-0.3744501529605923,-0.0713791925739006,0.792658726967292,-0.2281975923278988,-0.3894605878530485,-0.3195169260818955,-0.10106042077573299,-0.4349133474305736,-0.2612306228960662,-0.2745245867276967,-0.3608703823101102,-0.1684175936262417,-0.0643593432857345,-0.3943331998499603,-0.11091848956283405,-0.3051253282538702,-0.2545640909896568,-0.3210992124668798,-0.3851586516793177,-0.3511812311302364,-0.1527305884682127,-0.0945880877911059,-0.2907898601972903,-0.634983431706618,-0.3567333083468622,-0.1526983605098771,-0.2088277620862665,-0.6665134484776862,-0.0077615579886907,-0.4308732409137197,-0.6347876709132365,-1.0029936910001704,-0.1053029257796703,-0.6866568683973001,-0.4529426735712241,-0.3733595630948862,1.0512036139536256,-0.42621068213840635,-0.3428154763587206,-0.0736660962153034,-0.4480442261859124,F-Low Risk,PERFORM CONSUMER 2.0,MALE, ,Kozhikode,Kerala,Unknown,22960.0,SM-A156E/DSN,SMART PHONE,ANDROID,samsung
LOA-E31MFQHJ,0.1011638106266089,-0.2381179045383157,-0.4271165707844767,-0.2653851791470277,201005.0,-0.560918558257997,-0.0037865140613739,-0.0052189949090134,0.9148796489160242,-0.459673890087845,-0.0597047225496094,-0.4389375806891595,-0.0300097988604773,-0.0485612101173218,1.367091829159588,-0.1865373732907169,0.9100822398882922,-0.0319836296832583,-0.1897382587580046,0.0686144842875455,-0.2995861459619424,-0.6478793400364576,-0.6639852253176446,-0.0603612050293472,-0.3749304525809762,-0.1716128542299688,26.0,-0.0295894594744648,-0.0247755098839962,-0.2567293419527885,-0.0632487855899776,0.376838059621944,-0.4758692679262111,-0.2034618283365936,-0.3195169260818955,-0.10106042077573299,-0.6538747452784823,-0.2253949741826145,-0.2137038603912585,-0.5916326186279912,-0.1684175936262417,-0.0643593432857345,0.2269307145390455,-0.4389375806891595,2.8931042271393608,-0.2273365315993223,-0.6167558310287465,-0.3490035158031888,-0.0180346123801288,-0.011827286852267,-0.0945880877911059,-0.2907898601972903,0.9095560519498856,-0.3567333083468622,-0.0143115485800974,0.2381866025371987,-0.6665134484776862,-0.0075674192448843,-0.8783377955530423,0.2527895531472385,0.2231839024090522,-0.1053029257796703,0.8479380064958978,0.0369414752196023,-0.3030192031880958,1.0512036139536256,-0.4902797456922607,-0.04401088293617,-0.0736660962153034,-0.351686213115365,I-Medium Risk,PERFORM CONSUMER 2.0,MALE, ,Ghaziabad,Uttar Pradesh,SELF-OWNED,23777.5,Unknown,Unknown,Unknown,Unknown
